client_id,gender,purchase_datetime,purchase_time_as_seconds_from_midnight,product_id,quantity,price_per_item,discount_per_item,total_price,date
991211,M,2026-07-13,68371,2753,8,85842,31064,438224,2026-07-13
7180,F,2026-07-13,63141,5377,23,13895,3809,231978,2026-07-13
875099,F,2026-07-13,58069,30394,67,93212,41107,3491035,2026-07-13
733022,F,2026-07-13,57464,2832,83,4110,2881,102007,2026-07-13
971217,M,2026-07-13,17054,12346,19,38670,2202,692892,2026-07-13
645159,M,2026-07-13,19969,41825,15,73563,17868,835425,2026-07-13
727227,M,2026-07-13,35410,45657,73,44130,19707,1782879,2026-07-13
284958,M,2026-07-13,41144,33145,6,45892,20442,152700,2026-07-13
744208,F,2026-07-13,10593,40961,50,78687,77049,81900,2026-07-13
308398,M,2026-07-13,3346,38332,31,89071,26159,1950272,2026-07-13
476113,M,2026-07-13,71458,5484,22,35568,19087,362582,2026-07-13
542303,F,2026-07-13,77109,5543,52,16001,1611,748280,2026-07-13
988642,M,2026-07-13,82775,584,19,60759,16239,845880,2026-07-13
800629,F,2026-07-13,84930,22811,35,81991,44921,1297450,2026-07-13
315497,M,2026-07-13,32722,43899,28,39963,8281,887096,2026-07-13
523243,F,2026-07-13,64434,20611,17,47600,21022,451826,2026-07-13
526505,F,2026-07-13,404,44004,19,11725,8928,53143,2026-07-13
893432,F,2026-07-13,41512,18118,23,85744,80555,119347,2026-07-13
435141,F,2026-07-13,1158,43098,44,18903,13264,248116,2026-07-13
64780,F,2026-07-13,8502,35649,67,17774,13096,313426,2026-07-13
13479,F,2026-07-13,79420,48153,11,37654,26570,121924,2026-07-13
316490,F,2026-07-13,68665,46316,26,58748,5198,1392300,2026-07-13
865731,F,2026-07-13,62790,418,92,16044,5302,988264,2026-07-13
216739,M,2026-07-13,81207,3972,7,68430,22242,323316,2026-07-13
266764,F,2026-07-13,15457,7321,4,18171,14167,16016,2026-07-13
81567,F,2026-07-13,84608,20548,0,861,730,0,2026-07-13
15075,M,2026-07-13,8027,29252,17,41315,29658,198169,2026-07-13
807530,M,2026-07-13,77200,43614,49,32447,26415,295568,2026-07-13
180642,M,2026-07-13,39707,31310,1,15982,5619,10363,2026-07-13
8545,F,2026-07-13,40479,17397,65,43002,38021,323765,2026-07-13
732474,M,2026-07-13,38071,44345,21,29888,21500,176148,2026-07-13
753386,F,2026-07-13,7039,4160,50,12703,772,596550,2026-07-13
397799,F,2026-07-13,26884,25621,29,32504,15465,494131,2026-07-13
917241,M,2026-07-13,66474,14618,16,86215,31948,868272,2026-07-13
339407,F,2026-07-13,27961,26015,19,86899,8453,1490474,2026-07-13
564882,F,2026-07-13,74594,28234,20,93775,91874,38020,2026-07-13
449051,M,2026-07-13,10117,16544,9,74145,37257,331992,2026-07-13
449996,F,2026-07-13,36088,32863,73,65743,58063,560640,2026-07-13
496236,M,2026-07-13,58080,8172,28,12158,10635,42644,2026-07-13
413252,M,2026-07-13,16177,37347,57,17360,6210,635550,2026-07-13
439940,F,2026-07-13,52849,1863,50,78599,77160,71950,2026-07-13
789883,F,2026-07-13,54944,49556,45,81073,54737,1185120,2026-07-13
671473,M,2026-07-13,48255,38425,6,90528,46649,263274,2026-07-13
183766,F,2026-07-13,78807,21578,5,87308,79076,41160,2026-07-13
80004,F,2026-07-13,23017,42201,10,77246,59494,177520,2026-07-13
567140,M,2026-07-13,77820,43156,12,83714,48333,424572,2026-07-13
20085,M,2026-07-13,52110,24687,50,78347,43286,1753050,2026-07-13
317322,M,2026-07-13,40276,28439,28,74485,30611,1228472,2026-07-13
351114,M,2026-07-13,71954,15464,53,87898,38223,2632775,2026-07-13
9909,F,2026-07-13,62716,38994,75,36729,12781,1796100,2026-07-13
894920,F,2026-07-13,81026,30532,53,89265,9242,4241219,2026-07-13
146000,F,2026-07-13,55444,1456,0,67123,37083,0,2026-07-13
377679,F,2026-07-13,38390,32120,32,30052,162,956480,2026-07-13
272399,F,2026-07-13,33314,34342,39,94942,19806,2930304,2026-07-13
641615,M,2026-07-13,68131,528,26,9022,2175,178022,2026-07-13
205167,F,2026-07-13,44085,14523,79,8521,1291,571170,2026-07-13
583823,F,2026-07-13,27445,5612,10,38335,24700,136350,2026-07-13
641751,M,2026-07-13,1882,45649,44,48534,31623,744084,2026-07-13
140469,M,2026-07-13,25622,31220,52,31977,27488,233428,2026-07-13
222785,M,2026-07-13,18974,35715,7,12094,11961,931,2026-07-13
177099,F,2026-07-13,13738,29460,54,26275,14114,656694,2026-07-13
738957,F,2026-07-13,51418,47354,73,67508,56793,782195,2026-07-13
724307,M,2026-07-13,59971,32642,38,96511,2541,3570860,2026-07-13
355311,F,2026-07-13,36010,13642,10,25644,2155,234890,2026-07-13
632161,M,2026-07-13,64253,49883,44,47554,14707,1445268,2026-07-13
370385,M,2026-07-13,66411,31636,0,5468,1496,0,2026-07-13
448785,M,2026-07-13,28773,31094,31,41225,25010,502665,2026-07-13
670396,M,2026-07-13,85821,45808,20,35022,3515,630140,2026-07-13
144860,F,2026-07-13,27774,19207,48,28180,6598,1035936,2026-07-13
747756,F,2026-07-13,77112,14060,10,68200,46280,219200,2026-07-13
626884,F,2026-07-13,49859,18592,41,83078,35751,1940407,2026-07-13
674727,M,2026-07-13,34682,15631,60,53471,49082,263340,2026-07-13
59760,F,2026-07-13,34237,32301,19,31393,29873,28880,2026-07-13
415720,F,2026-07-13,41218,3138,29,8649,5863,80794,2026-07-13
587773,M,2026-07-13,13741,13061,49,4764,921,188307,2026-07-13
833591,M,2026-07-13,76274,46868,16,49846,33039,268912,2026-07-13
754158,F,2026-07-13,11517,12999,55,75463,46990,1566015,2026-07-13
695556,F,2026-07-13,86338,26189,21,8877,957,166320,2026-07-13
571994,F,2026-07-13,78719,6810,28,83698,19318,1802640,2026-07-13
964351,M,2026-07-13,21593,31251,51,25245,1059,1233486,2026-07-13
438187,M,2026-07-13,81848,38033,20,72625,12431,1203880,2026-07-13
756765,F,2026-07-13,78744,20924,6,30199,14649,93300,2026-07-13
341437,F,2026-07-13,69780,37817,70,94949,43733,3585120,2026-07-13
755458,M,2026-07-13,79781,45501,7,65537,37212,198275,2026-07-13
627124,F,2026-07-13,326,7652,20,66455,9253,1144040,2026-07-13
739497,F,2026-07-13,37954,36593,27,65388,60899,121203,2026-07-13
778966,M,2026-07-13,63569,40390,65,29198,27860,86970,2026-07-13
11519,M,2026-07-13,54368,28853,21,10325,6402,82383,2026-07-13
745069,M,2026-07-13,1652,7842,27,15014,8780,168318,2026-07-13
264574,M,2026-07-13,82614,10489,30,26891,21568,159690,2026-07-13
913223,M,2026-07-13,4124,11844,4,72179,40884,125180,2026-07-13
915248,F,2026-07-13,16486,6285,38,24861,9915,567948,2026-07-13
314642,F,2026-07-13,61936,7473,27,84698,18490,1787616,2026-07-13
398237,M,2026-07-13,14884,44390,60,84645,32194,3147060,2026-07-13
100088,F,2026-07-13,42364,29045,4,64011,15376,194540,2026-07-13
806553,M,2026-07-13,65842,39078,78,68640,19074,3866148,2026-07-13
32577,F,2026-07-13,7976,39033,1,44919,14397,30522,2026-07-13
209926,M,2026-07-13,72464,20348,24,58607,6762,1244280,2026-07-13
187931,M,2026-07-13,54491,20255,25,59100,57176,48100,2026-07-13
772027,M,2026-07-13,79583,45773,6,34082,24231,59106,2026-07-13
773327,F,2026-07-13,59796,7955,48,42055,33592,406224,2026-07-13
773698,F,2026-07-13,34645,24859,22,41466,29578,261536,2026-07-13
214580,F,2026-07-13,45596,1625,13,20467,9639,140764,2026-07-13
304278,F,2026-07-13,32570,1990,6,90093,5794,505794,2026-07-13
981862,F,2026-07-13,14570,26810,9,87351,81273,54702,2026-07-13
207339,F,2026-07-13,43136,37727,43,22939,2073,897238,2026-07-13
416603,M,2026-07-13,39941,33486,2,58423,53915,9016,2026-07-13
960620,F,2026-07-13,15944,864,5,14136,2898,56190,2026-07-13
32419,M,2026-07-13,65827,15473,9,21501,7144,129213,2026-07-13
527099,F,2026-07-13,11673,38123,56,22825,16816,336504,2026-07-13
210298,F,2026-07-13,41624,30758,24,55221,9892,1087896,2026-07-13
934718,M,2026-07-13,43470,9596,0,74496,6660,0,2026-07-13
869366,M,2026-07-13,64435,29698,34,98022,47587,1714790,2026-07-13
148108,F,2026-07-13,3941,30688,50,90652,45065,2279350,2026-07-13
9988,M,2026-07-13,20806,27018,9,83958,73468,94410,2026-07-13
408532,M,2026-07-13,22532,36013,4,74982,54498,81936,2026-07-13
186697,F,2026-07-13,23121,7331,27,60246,29959,817749,2026-07-13
837726,F,2026-07-13,55963,47090,10,76293,29308,469850,2026-07-13
554679,M,2026-07-13,22262,40626,38,22762,8865,528086,2026-07-13
284435,M,2026-07-13,15292,35128,65,86955,59039,1814540,2026-07-13
551944,M,2026-07-13,898,15,8,3764,3386,3024,2026-07-13
148960,M,2026-07-13,27143,45595,66,44742,26152,1226940,2026-07-13
127004,M,2026-07-13,2018,17572,3,69686,33072,109842,2026-07-13
427516,M,2026-07-13,44563,603,37,9777,3203,243238,2026-07-13
322362,M,2026-07-13,42977,29680,0,36067,688,0,2026-07-13
364497,M,2026-07-13,41289,21135,24,11205,10938,6408,2026-07-13
623219,F,2026-07-13,17703,27915,41,38754,16880,896834,2026-07-13
226789,F,2026-07-13,78275,16983,2,69768,9264,121008,2026-07-13
548850,M,2026-07-13,51376,28963,47,73974,33306,1911396,2026-07-13
987015,F,2026-07-13,3818,28087,34,22508,13739,298146,2026-07-13
195765,M,2026-07-13,26397,41216,86,46241,16214,2582322,2026-07-13
761481,F,2026-07-13,28763,47485,26,73258,9460,1658748,2026-07-13
659436,M,2026-07-13,67477,49598,88,65848,65372,41888,2026-07-13
631678,F,2026-07-13,66426,17915,57,23748,9327,821997,2026-07-13
37083,F,2026-07-13,11039,22753,26,78711,13977,1683084,2026-07-13
914100,M,2026-07-13,14584,18899,64,43977,23183,1330816,2026-07-13
195223,F,2026-07-13,3442,22902,62,76509,61969,901480,2026-07-13
515139,M,2026-07-13,60755,20127,45,82491,18169,2894490,2026-07-13
394406,F,2026-07-13,47549,46955,76,97821,35873,4708048,2026-07-13
921807,M,2026-07-13,54925,4558,27,70044,34632,956124,2026-07-13
848657,F,2026-07-13,65268,5304,24,80801,62649,435648,2026-07-13
991569,F,2026-07-13,23886,41578,8,69202,51494,141664,2026-07-13
809672,F,2026-07-13,33465,49168,23,93298,51217,967863,2026-07-13
899218,F,2026-07-13,57748,14976,6,47976,25888,132528,2026-07-13
431577,M,2026-07-13,77709,49138,24,50913,29564,512376,2026-07-13
115453,M,2026-07-13,45506,7967,27,22499,5575,456948,2026-07-13
396467,F,2026-07-13,14248,47491,11,78436,73338,56078,2026-07-13
555531,F,2026-07-13,11411,12491,45,47066,41676,242550,2026-07-13
408709,F,2026-07-13,64282,10267,66,83114,58891,1598718,2026-07-13
23765,M,2026-07-13,66127,17852,9,46632,21821,223299,2026-07-13
187144,M,2026-07-13,57090,10981,13,31011,1762,380237,2026-07-13
376970,F,2026-07-13,47185,13429,86,18908,4021,1280282,2026-07-13
367977,F,2026-07-13,8081,2657,5,47122,16848,151370,2026-07-13
521611,M,2026-07-13,82529,45048,48,73228,189,3505872,2026-07-13
543342,F,2026-07-13,83582,14544,44,90515,73536,747076,2026-07-13
550832,M,2026-07-13,4218,43234,14,95672,76556,267624,2026-07-13
377804,F,2026-07-13,54198,34412,14,53794,44796,125972,2026-07-13
354077,M,2026-07-13,14136,37780,3,26695,10312,49149,2026-07-13
105794,F,2026-07-13,83274,30425,27,67726,3082,1745388,2026-07-13
253666,M,2026-07-13,33135,22850,30,33259,8439,744600,2026-07-13
537340,M,2026-07-13,48681,10369,32,83182,3337,2555040,2026-07-13
618168,F,2026-07-13,13539,19387,14,34892,24722,142380,2026-07-13
664134,F,2026-07-13,41373,44307,3,11812,8252,10680,2026-07-13
376354,M,2026-07-13,36783,26725,38,24362,10794,515584,2026-07-13
174077,M,2026-07-13,31940,6653,67,65297,39860,1704279,2026-07-13
261822,F,2026-07-13,20581,31383,46,11655,5541,281244,2026-07-13
361945,M,2026-07-13,24073,46044,21,52772,50460,48552,2026-07-13
697479,M,2026-07-13,8788,49710,21,59381,32230,570171,2026-07-13
425908,F,2026-07-13,63196,37819,5,42746,8019,173635,2026-07-13
95513,F,2026-07-13,10661,23398,37,53555,39836,507603,2026-07-13
846538,M,2026-07-13,71611,35027,13,34280,12982,276874,2026-07-13
170001,M,2026-07-13,28633,12401,45,85147,65306,892845,2026-07-13
28778,M,2026-07-13,78234,40987,71,76331,7100,4915401,2026-07-13
207832,F,2026-07-13,13191,15741,10,17053,16917,1360,2026-07-13
927404,M,2026-07-13,2948,7825,93,408,405,279,2026-07-13
975733,F,2026-07-13,58029,38851,21,61362,8666,1106616,2026-07-13
276207,F,2026-07-13,37968,45283,18,63018,6256,1021716,2026-07-13
505516,M,2026-07-13,26741,29108,9,39030,36013,27153,2026-07-13
96811,F,2026-07-13,38700,5700,13,81315,44923,473096,2026-07-13
567100,F,2026-07-13,12221,3388,69,51048,50157,61479,2026-07-13
714980,F,2026-07-13,7507,26934,13,16282,3358,168012,2026-07-13
310352,F,2026-07-13,22483,47281,45,20892,6925,628515,2026-07-13
265434,F,2026-07-13,24617,48964,7,50179,24018,183127,2026-07-13
234376,F,2026-07-13,8652,4513,22,53717,31086,497882,2026-07-13
965081,M,2026-07-13,5722,42711,45,86676,81380,238320,2026-07-13
979028,M,2026-07-13,2900,25598,63,58533,16341,2658096,2026-07-13
626775,M,2026-07-13,50626,2891,11,51198,46019,56969,2026-07-13
130839,F,2026-07-13,85143,22934,36,61739,32528,1051596,2026-07-13
615005,F,2026-07-13,40730,6000,18,50434,2442,863856,2026-07-13
366958,M,2026-07-13,4241,1604,53,34983,11720,1232939,2026-07-13
410965,F,2026-07-13,65161,9763,41,34709,941,1384488,2026-07-13
152447,M,2026-07-13,85094,25683,39,27518,25760,68562,2026-07-13
564675,F,2026-07-13,22548,49011,14,91655,91551,1456,2026-07-13
851356,F,2026-07-13,45018,9977,7,73924,33064,286020,2026-07-13
804498,F,2026-07-13,1138,5246,68,6107,5845,17816,2026-07-13
393516,M,2026-07-13,30928,40613,48,61372,21963,1891632,2026-07-13
495260,M,2026-07-13,81816,45869,23,91721,59580,739243,2026-07-13
876862,F,2026-07-13,54529,1448,31,81291,60406,647435,2026-07-13
320092,M,2026-07-13,42913,7411,45,51129,7768,1951245,2026-07-13
179911,M,2026-07-13,11896,26567,29,73122,32526,1177284,2026-07-13
892439,F,2026-07-13,35036,12721,35,9083,8677,14210,2026-07-13
808836,F,2026-07-13,38833,2600,26,25413,11274,367614,2026-07-13
2544,M,2026-07-13,77913,22861,29,65108,20245,1301027,2026-07-13
542954,F,2026-07-13,17834,13699,36,70721,47255,844776,2026-07-13
95201,F,2026-07-13,75409,47358,0,78381,59021,0,2026-07-13
466501,M,2026-07-13,21936,32287,25,83646,31461,1304625,2026-07-13
603977,M,2026-07-13,27829,44847,18,76537,58546,323838,2026-07-13
353539,F,2026-07-13,67753,30937,8,47346,15395,255608,2026-07-13
992007,M,2026-07-13,25809,32776,1,37548,33954,3594,2026-07-13
774776,F,2026-07-13,78489,21212,10,14397,3554,108430,2026-07-13
559721,F,2026-07-13,82589,38688,61,43844,20255,1438929,2026-07-13
247583,M,2026-07-13,71431,17287,1,372,147,225,2026-07-13
883139,M,2026-07-13,8172,13885,13,41081,9019,416806,2026-07-13
88311,F,2026-07-13,15012,41860,38,53590,52915,25650,2026-07-13
785981,F,2026-07-13,54789,48394,48,57325,24044,1597488,2026-07-13
285718,F,2026-07-13,63262,19838,33,13132,32,432300,2026-07-13
60341,M,2026-07-13,25119,20126,53,72302,28223,2336187,2026-07-13
161540,F,2026-07-13,27260,32517,8,1636,546,8720,2026-07-13
852843,F,2026-07-13,74187,49651,84,89088,83951,431508,2026-07-13
549840,M,2026-07-13,80601,21132,13,78335,64926,174317,2026-07-13
134045,M,2026-07-13,83671,36986,15,56819,54542,34155,2026-07-13
147795,M,2026-07-13,44930,25456,65,50063,30572,1266915,2026-07-13
259034,M,2026-07-13,311,33273,4,42831,26419,65648,2026-07-13
289801,M,2026-07-13,28901,34486,38,58450,16400,1597900,2026-07-13
406083,F,2026-07-13,83159,16085,37,12414,10092,85914,2026-07-13
793237,F,2026-07-13,16308,37853,1,29339,10203,19136,2026-07-13
122145,F,2026-07-13,50565,25823,1,8575,2474,6101,2026-07-13
206263,M,2026-07-13,14652,19021,28,2493,2444,1372,2026-07-13
71757,F,2026-07-13,9349,17157,52,37516,31597,307788,2026-07-13
933631,F,2026-07-13,78511,29855,3,51334,19646,95064,2026-07-13
939217,F,2026-07-13,9629,38063,1,47213,22069,25144,2026-07-13
779534,F,2026-07-13,56445,44842,65,864,27,54405,2026-07-13
937980,M,2026-07-13,6212,41981,48,89417,71356,866928,2026-07-13
176528,F,2026-07-13,24053,37916,35,30391,22650,270935,2026-07-13
329842,M,2026-07-13,21052,44850,44,93843,85861,351208,2026-07-13
244010,M,2026-07-13,8460,35333,85,75394,32224,3669450,2026-07-13
515227,M,2026-07-13,60992,49900,34,45734,6038,1349664,2026-07-13
299803,M,2026-07-13,64365,38172,31,2917,2162,23405,2026-07-13
186740,F,2026-07-13,30152,48459,62,86005,76449,592472,2026-07-13
159005,F,2026-07-13,21840,20357,71,52065,33142,1343533,2026-07-13
984441,F,2026-07-13,51119,12763,19,22501,15855,126274,2026-07-13
72530,F,2026-07-13,75,438,86,55052,770,4668252,2026-07-13
38582,F,2026-07-13,36749,5844,53,31702,14757,898085,2026-07-13
466564,F,2026-07-13,29224,37344,69,17489,12812,322713,2026-07-13
381853,M,2026-07-13,60482,33026,57,55587,8386,2690457,2026-07-13
972020,M,2026-07-13,26869,49976,2,47588,12334,70508,2026-07-13
46309,F,2026-07-13,37984,42891,22,63940,10716,1170928,2026-07-13
174690,F,2026-07-13,24644,19433,64,32550,14567,1150912,2026-07-13
926126,M,2026-07-13,83732,5306,2,76786,8665,136242,2026-07-13
913410,F,2026-07-13,26487,26828,38,81585,73264,316198,2026-07-13
188193,F,2026-07-13,8243,14534,33,50182,41208,296142,2026-07-13
712986,M,2026-07-13,22555,38406,15,3001,1038,29445,2026-07-13
562490,M,2026-07-13,2533,25811,48,26444,25306,54624,2026-07-13
309576,F,2026-07-13,64825,32814,50,31673,2344,1466450,2026-07-13
331688,F,2026-07-13,4559,8173,29,91737,39982,1500895,2026-07-13
411873,M,2026-07-13,83207,36266,75,76478,36692,2983950,2026-07-13
778922,M,2026-07-13,83450,13995,6,26786,14600,73116,2026-07-13
618186,M,2026-07-13,76780,26512,23,91114,86074,115920,2026-07-13
378623,F,2026-07-13,34319,24684,21,94820,3098,1926162,2026-07-13
857615,F,2026-07-13,47547,25239,22,25949,9933,352352,2026-07-13
170726,F,2026-07-13,62357,18549,19,24271,6556,336585,2026-07-13
236048,F,2026-07-13,32113,19343,17,57909,37258,351067,2026-07-13
498291,F,2026-07-13,57073,35084,56,81054,55,4535944,2026-07-13
412327,M,2026-07-13,1038,35537,10,81861,50887,309740,2026-07-13
868232,M,2026-07-13,6344,48305,7,54861,41563,93086,2026-07-13
757893,F,2026-07-13,17518,36067,29,47885,20032,807737,2026-07-13
676180,M,2026-07-13,68411,41931,58,85171,45148,2321334,2026-07-13
808011,M,2026-07-13,16326,29304,5,98265,41160,285525,2026-07-13
98609,M,2026-07-13,52735,11960,93,18896,13190,530658,2026-07-13
523492,F,2026-07-13,6665,19323,46,458,257,9246,2026-07-13
793076,M,2026-07-13,2991,15738,30,67557,38334,876690,2026-07-13
58466,M,2026-07-13,26669,11978,17,44973,7001,645524,2026-07-13
195941,M,2026-07-13,20159,44375,24,32307,25328,167496,2026-07-13
927124,F,2026-07-13,50884,29820,17,77058,16100,1036286,2026-07-13
267729,F,2026-07-13,4262,2277,4,40015,1941,152296,2026-07-13
581904,F,2026-07-13,81009,14347,12,26152,15007,133740,2026-07-13
372185,M,2026-07-13,35033,43545,66,57255,19997,2459028,2026-07-13
172883,F,2026-07-13,33040,30989,1,58454,43463,14991,2026-07-13
309395,M,2026-07-13,785,42098,23,74584,71623,68103,2026-07-13
129481,M,2026-07-13,77774,27887,21,28477,27536,19761,2026-07-13
112710,F,2026-07-13,15054,43446,0,98262,70695,0,2026-07-13
681813,M,2026-07-13,80534,40704,57,58021,51417,376428,2026-07-13
639297,F,2026-07-13,62919,29572,18,50111,48944,21006,2026-07-13
147338,M,2026-07-13,27426,26546,15,6651,1884,71505,2026-07-13
482387,M,2026-07-13,29842,27236,42,3268,3024,10248,2026-07-13
257303,M,2026-07-13,31226,46099,30,7067,5709,40740,2026-07-13
947124,M,2026-07-13,33455,41440,17,48161,38884,157709,2026-07-13
401107,M,2026-07-13,58302,48607,63,90082,80524,602154,2026-07-13
870813,F,2026-07-13,75966,32796,37,91965,22758,2560659,2026-07-13
777451,M,2026-07-13,59326,31061,51,57152,20809,1853493,2026-07-13
116130,M,2026-07-13,25170,12585,15,68403,60263,122100,2026-07-13
646875,F,2026-07-13,41347,27420,44,11534,1629,435820,2026-07-13
571414,F,2026-07-13,74609,47085,28,33564,6437,759556,2026-07-13
469020,F,2026-07-13,27395,36142,52,2644,649,103740,2026-07-13
782528,F,2026-07-13,50332,9063,32,75878,28282,1523072,2026-07-13
785583,M,2026-07-13,25343,31892,1,55371,46118,9253,2026-07-13
525003,M,2026-07-13,12131,40677,12,78282,15393,754668,2026-07-13
779047,M,2026-07-13,6112,37590,23,69917,32334,864409,2026-07-13
930896,F,2026-07-13,67223,24165,63,35526,8201,1721475,2026-07-13
548181,M,2026-07-13,43579,34771,64,12702,4726,510464,2026-07-13
595276,M,2026-07-13,69623,16150,80,99298,86927,989680,2026-07-13
882479,F,2026-07-13,74595,24289,51,54075,52152,98073,2026-07-13
979475,F,2026-07-13,6834,19000,76,25717,2144,1791548,2026-07-13
12570,F,2026-07-13,63974,12267,1,53236,33044,20192,2026-07-13
943677,M,2026-07-13,78164,8570,8,13951,5115,70688,2026-07-13
11470,F,2026-07-13,76863,129,53,48730,18623,1595671,2026-07-13
93789,M,2026-07-13,16464,19781,42,7180,5763,59514,2026-07-13
738759,F,2026-07-13,84906,29590,85,65241,4796,5137825,2026-07-13
39367,F,2026-07-13,47903,9464,4,22899,2220,82716,2026-07-13
886407,F,2026-07-13,51905,44137,54,63818,40785,1243782,2026-07-13
425497,F,2026-07-13,81864,39154,20,57325,54112,64260,2026-07-13
219811,F,2026-07-13,17320,26025,41,5302,5197,4305,2026-07-13
396239,M,2026-07-13,9321,23091,24,61158,38902,534144,2026-07-13
567777,F,2026-07-13,56859,3931,8,76772,1599,601384,2026-07-13
523724,M,2026-07-13,58413,30037,11,77059,24244,580965,2026-07-13
468298,M,2026-07-13,6913,21278,63,69912,20586,3107538,2026-07-13
279253,M,2026-07-13,36450,18358,56,20414,1729,1046360,2026-07-13
855990,M,2026-07-13,5857,16742,43,63143,60515,113004,2026-07-13
901642,M,2026-07-13,70794,46432,15,46462,6377,601275,2026-07-13
241769,M,2026-07-13,85595,36241,16,65413,30760,554448,2026-07-13
435669,F,2026-07-13,50510,4518,42,42024,5493,1534302,2026-07-13
878295,F,2026-07-13,7540,45943,14,35227,16325,264628,2026-07-13
244682,F,2026-07-13,25321,31137,25,67565,32083,887050,2026-07-13
296445,F,2026-07-13,38369,2943,54,93344,33577,3227418,2026-07-13
168784,F,2026-07-13,21410,29444,36,27139,10506,598788,2026-07-13
988216,M,2026-07-13,68849,12855,4,73972,47466,106024,2026-07-13
488771,F,2026-07-13,15295,34835,1,93639,32037,61602,2026-07-13
235223,F,2026-07-13,39397,12223,0,93023,48391,0,2026-07-13
579976,M,2026-07-13,31635,41544,30,15208,7870,220140,2026-07-13
984565,M,2026-07-13,48984,27901,49,19757,389,949032,2026-07-13
907771,F,2026-07-13,48544,9327,17,98150,61850,617100,2026-07-13
960848,M,2026-07-13,23632,23524,13,16968,13868,40300,2026-07-13
9564,M,2026-07-13,51330,4007,32,95129,72710,717408,2026-07-13
65010,M,2026-07-13,34907,30417,5,56751,45871,54400,2026-07-13
626220,M,2026-07-13,47232,30909,0,30891,27779,0,2026-07-13
909923,F,2026-07-13,64049,24795,9,8341,7926,3735,2026-07-13
524529,M,2026-07-13,26049,17695,70,81454,32280,3442180,2026-07-13
881435,F,2026-07-13,22714,18375,72,26528,17569,645048,2026-07-13
859593,M,2026-07-13,68004,6899,34,63417,37677,875160,2026-07-13
480749,F,2026-07-13,13816,49091,16,14097,11874,35568,2026-07-13
10100,F,2026-07-13,69763,33536,19,45152,21044,458052,2026-07-13
89766,F,2026-07-13,58407,21166,56,12645,2303,579152,2026-07-13
278964,M,2026-07-13,61227,22528,71,32312,12815,1384287,2026-07-13
429818,F,2026-07-13,25417,397,3,60978,38875,66309,2026-07-13
299306,F,2026-07-13,7985,26662,3,7408,1665,17229,2026-07-13
574886,F,2026-07-13,10628,47532,15,99861,52778,706245,2026-07-13
596893,F,2026-07-13,35765,49778,37,51944,35518,607762,2026-07-13
257669,F,2026-07-13,11210,16332,21,77473,22391,1156722,2026-07-13
105632,M,2026-07-13,35011,44359,78,87497,730,6767826,2026-07-13
994759,F,2026-07-13,8005,24402,33,74439,45513,954558,2026-07-13
692736,M,2026-07-13,42817,37904,76,35426,29019,486932,2026-07-13
436085,M,2026-07-13,77967,41515,20,99753,41295,1169160,2026-07-13
455809,F,2026-07-13,60532,45967,34,29584,718,981444,2026-07-13
135217,F,2026-07-13,79362,29409,30,73316,16329,1709610,2026-07-13
463741,M,2026-07-13,10310,12997,15,16190,16071,1785,2026-07-13
279592,M,2026-07-13,38121,40603,11,29139,17740,125389,2026-07-13
449793,F,2026-07-13,28427,7269,9,72379,62685,87246,2026-07-13
929239,M,2026-07-13,39111,37489,46,82575,4798,3577742,2026-07-13
60628,M,2026-07-13,55714,37322,22,84795,16281,1507308,2026-07-13
260991,M,2026-07-13,48650,33444,25,30311,18864,286175,2026-07-13
626739,M,2026-07-13,32492,29658,0,36375,19954,0,2026-07-13
299429,M,2026-07-13,44123,5779,65,64305,9316,3574285,2026-07-13
257789,F,2026-07-13,86275,25062,89,34733,12190,2006327,2026-07-13
320576,M,2026-07-13,33473,12718,26,19518,7943,300950,2026-07-13
519977,M,2026-07-13,46030,39741,13,95452,69871,332553,2026-07-13
722621,F,2026-07-13,15055,21550,62,2944,2442,31124,2026-07-13
213487,M,2026-07-13,2289,45671,4,23341,18872,17876,2026-07-13
251896,M,2026-07-13,86392,26931,11,4137,1303,31174,2026-07-13
291552,F,2026-07-13,31823,32222,18,38754,12248,477108,2026-07-13
249920,M,2026-07-13,11991,12232,44,44793,16367,1250744,2026-07-13
470551,M,2026-07-13,70883,14147,17,42343,24593,301750,2026-07-13
193750,M,2026-07-13,1603,48940,58,84489,42683,2424748,2026-07-13
596423,M,2026-07-13,40921,6071,45,53693,19885,1521360,2026-07-13
511038,M,2026-07-13,43549,39731,56,99766,77532,1245104,2026-07-13
468193,M,2026-07-13,85385,7047,9,15415,1936,121311,2026-07-13
505916,F,2026-07-13,51503,10413,22,1312,973,7458,2026-07-13
860921,M,2026-07-13,25705,15854,83,56090,19317,3052159,2026-07-13
633138,M,2026-07-13,29045,30798,40,19152,5460,547680,2026-07-13
245700,M,2026-07-13,67135,11721,18,24751,8640,289998,2026-07-13
248304,M,2026-07-13,41452,16690,15,41190,40406,11760,2026-07-13
831035,M,2026-07-13,4014,40447,56,5270,3916,75824,2026-07-13
697423,M,2026-07-13,67823,32592,33,78556,57257,702867,2026-07-13
735143,F,2026-07-13,82884,46535,7,37094,12730,170548,2026-07-13
735668,M,2026-07-13,82174,36235,46,50351,41668,399418,2026-07-13
327151,F,2026-07-13,41538,5793,59,93657,58892,2051135,2026-07-13
